,0,1,2,3
259," You too. I know that, you know, how much the biggest, like, the biggest fucking license in my life will drink cold brew at the same time, you know about, like spending enough time. We were young that like it. I like habits. As we got into. What have we got into it. Whatever. I like the things that we like. I'm breaks the things that we can do. They also have like no, I absolutely adore the cuddling.",931.0,970.0,220324_005_me.wav
260," No, it wasn't of the cuddling was bad. It was that we go and cuddle in your basement off to school and then you'd fall asleep on me.",971.0,979.0,220324_005_me.wav
261," Why was I got so? It's not like it was like, okay times was too cute cuz I was, I was like, why is she sleeping all the time? Just a pot for like all of my girlfriends. For some reason, it the partly because my partly because I was like, my like friends who went to my friend's withdrawals, you know, when I was with Sophia was friends, you know, and because I didn't ya,",981.0,1021.0,220324_005_me.wav
262," yes, I was like",1022.0,1024.0,220324_005_me.wav
263," No, no, no friends. And so they would always be like, my friends. My girlfriend's Vivian and her friends know they would like Caroline.",1024.0,1042.0,220324_005_me.wav
264," Yeah, hundred percent but unlike the Sophia's and whatever. We're more like more like Eliza Euphoria Vibes. So it sounds like perceived as sort of like",1044.0,1056.0,220324_005_me.wav
265, Bitch bitches site. Lease actual,1056.0,1061.0,220324_005_me.wav
266," So this is kind of yes, I actually went is nothing is not insane.",1069.0,1076.0,220324_005_me.wav
267," That was, that's insane to me. She seems like",1078.0,1084.0,220324_005_me.wav
268," Yeah, I mean against those smiles were nice and well, I was really stupid. And the thing was that they would like very much. Thank you for your Vibes. And I was like this. I know I D.",1087.0,1097.0,220324_005_me.wav
269," Yeah, I'm like, I think one of the biggest things that like, would like Sofia grappled with was, if I felt like I made a few dollars that I couldn't help it, you know, cuz if I could go to miss. I think the different but she was like, it was almost like",1101.0,1128.0,220324_005_me.wav
270, The reason the reason why I like those cuz she was at she was outside of everything and she was Unapologetic.,1129.0,1138.0,220324_005_me.wav
271," And like I like confidence in the face of like all the bullshit. That she created for us off material and the bullshit that like other people through extreme full witness was like I don't even like choose her. So I made a decision at any point. That's the thing. She just going to start steamrolled me and just like that. You are my boyfriend. Now type thing, you know, and that was it that was like the end of the discussion. I don't know if she likes my smartness. It she like she stole that. I have blisters on my fingers and she was like musician.",1139.0,1184.0,220324_005_me.wav
272," I know this person. I didn't talk to this person. Just off the classic. She woke up to me and was like, you want to go to the ice cream? Ice cream. Whatever. Let's go. Let's go like hang out like a my face type thing.",1184.0,1200.0,220324_005_me.wav
273," when was the box-like happened and then when I stopped and decisions for myself cuz I was like an extremely aggressive, an extremely abusive in the end like in until when I started getting like I was like, oh, yeah, and it's not even like the things people like everyone was the same, like, always, because she was just like Mater, it's like a sexual object, you know, probably, cuz she made it sound like, I don't know how to really like reconcile that because",1200.0,1240.0,220324_005_me.wav
274," Everyone whatever. It's like all you like him because of sex or whatever. It was. She doesn't haha because like I like it, like shit had uterus was like locked up.",1241.0,1259.0,220324_005_me.wav
275," Yeah, yes. I want it wasn't even like that. That's that's that's what I",1259.0,1265.0,220324_005_me.wav
276, that's so funny. What did he say?,1271.0,1274.0,220324_005_me.wav
277," Violent, obviously, if he was a dumb boy.",1274.0,1278.0,220324_005_me.wav
278," Packing list, but it's pretty badass music.",1286.0,1290.0,220324_005_me.wav
279," So, so just have happened.",1306.0,1309.0,220324_005_me.wav
280," She wants, right.",1308.0,1313.0,220324_005_me.wav
281," Masturbate, but like question is like when we used to fight it like you got really hot me out.",1315.0,1325.0,220324_005_me.wav
282, Right. Yeah. Maya.,1335.0,1338.0,220324_005_me.wav
283," Yeah, I know what she's like in 10th Grade now has Gary.",1339.0,1343.0,220324_005_me.wav
284," You know, I don't really like, silly just got to 100%.",1346.0,1353.0,220324_005_me.wav
285," Hang out here. Yeah, he did really like that one.",1358.0,1362.0,220324_005_me.wav
286, That's cuz he really really really respect trauma.,1362.0,1365.0,220324_005_me.wav
287, I think that they would be Puff.,1367.0,1370.0,220324_005_me.wav
288, Oh my God.,1370.0,1372.0,220324_005_me.wav
289," You're supposed to just like is great because like it's so interconnected the family. Yeah, he's actually",1376.0,1383.0,220324_005_me.wav
290, That's funny. That's really funny.,1390.0,1392.0,220324_005_me.wav
291," Yeah, but it's, it's interesting.",1393.0,1396.0,220324_005_me.wav
292," Yeah, but it was ultimately like also like extremely little kid because it was like entirely based on. So there's like a bunch before you got but I think like it was like it was still extremely like that, who can write. Because it was like,",1400.0,1419.0,220324_005_me.wav
293, already pretty cuz it was like,1421.0,1425.0,220324_005_me.wav
294," I wasn't a real conversation at all, you know about like it was all just tiny thing. I would like a shine. Whatever. It's like shiny in this course, you know, like a concept thing that like she really wanted to go to and I was like, I like I was just saying okay whole time, you know, and then when I saw his like a site like what what I wanted it was like, it was clear. It stops instead of becoming evidently clear. That what I wanted was a heads up when she got really, she just got really sad cuz I was like, I don't know if I was reflecting so much pain like how am I was? Well, liked my expressions of the things I really liked.",1426.0,1461.0,220324_005_me.wav
295," Impacted her because I know who I wasn't really necessarily like thinking about like it was like, oh wait and then like we are going to get married. We're going to like, yeah, so I think she was thinking too. I think it was like, oh this is like a, you know what? I mean? I'm not like in the breaking point was on a tutu, top of the ACT.",1461.0,1485.0,220324_005_me.wav
296, She got angry.,1487.0,1490.0,220324_005_me.wav
297," Yeah, I know but that's what it was. Is that like, ultimately like it when I actually saw she was just like, no I see strong at all. She was just extremely like fear-based. I was like, you know, everything was insecurities. You know, I'm not like all to mately like high like conference with high. Like, you know, I presentation and how like lack of calf will people thought it was just like an will also just outside like in secured like she she was she was always trying like makeup for like some lock that she perceived that she had, you know, not necessarily in times of like just like intelligence for say the light just lacking tones of",1493.0,1535.0,220324_005_me.wav
298," It was like, yeah, I don't really know. It was just like I really realize that she should be going to like all of us and sees and all if I liked it images, know how like a constant Center performance of South just started like disappeared and then I started seeing someone else. I know just like this in the past and I'm with her and it's sort of like when she had lost the confidence to see. Also that was like the thing that was a cool, but I was that she was like a continents and Unapologetic and I really like that because it was like especially especially in Sky Zone with a lot of people like that. Like fake and like only caring about sooner, you know, that future is in like that in a very specific way and it was like she didn't care about any of that. She was just fine and just should have like head on the walls kind of, you know, and it was like, oh, that's cool.",1535.0,1591.0,220324_005_me.wav
299," But yeah, but I was just as she was rejected.",1591.0,1596.0,220324_005_me.wav
300, I love to see them.,1597.0,1599.0,220324_005_me.wav
301," How do you feel now that you are 21, you know, I've been holding a secret for like forever because it was kind of like, I never wanted to say it because it kind of like I felt like if I had set it all the way I would have taken away. So the view thing.",1601.0,1625.0,220324_005_me.wav
302, Her favorite color was Papa and I don't want to say it before. Yeah.,1625.0,1632.0,220324_005_me.wav
303, Can I see you have to show me. Can I see? Can I see? Can I see?,1638.0,1643.0,220324_005_me.wav
304," I know. Why don't you want to text? Cuz I told you I can't think of anything. You just said, pick something enjoyable. So obviously something if you don't want to, I want to see this.",1648.0,1666.0,220324_005_me.wav
305, Call abscess Hospital.,1666.0,1669.0,220324_005_me.wav
306, Let me see. Can I scroll?,1670.0,1672.0,220324_005_me.wav
307," Want to know if you can, I see.",1678.0,1681.0,220324_005_me.wav
308, Can I see?,1687.0,1690.0,220324_005_me.wav
309, Was he gay?,1708.0,1710.0,220324_005_me.wav
310, I guess guy.,1712.0,1713.0,220324_005_me.wav
311, I don't think that's crazy. It was so close.,1722.0,1729.0,220324_005_me.wav
312," I think it was telling around, you know, I guess doing a lot.",1734.0,1738.0,220324_005_me.wav
313," Factors that she looks like terrific, a mean.",1739.0,1743.0,220324_005_me.wav
314, What's ICBM make you uncomfortable?,1743.0,1746.0,220324_005_me.wav
315," Nobody looked hot. I think she blocked me or she blocked me a long time ago. She still hates me, but the passion.",1746.0,1753.0,220324_005_me.wav
316," I think I think the other fucked-up thing was at like she likes me on like drugs and you know music, you know, I mean she like yeah, she like didn't like the size of me that would like",1768.0,1784.0,220324_005_me.wav
