,sentence,sentence_confidence,start_time,end_time,date,original_audio
88, Have you spoken to her since she sent it to you and your 14?,0.844948410987854,0 days 00:20:13.300000,0 days 00:20:25.700000,05/20/21,210520_003_me.wav
89, Reached out to Hudson.,0.6232104301452637,0 days 00:20:35.200000,0 days 00:20:37.500000,05/20/21,210520_003_me.wav
90, The guy was so nice.,0.7538715600967407,0 days 00:20:57.900000,0 days 00:20:59,05/20/21,210520_003_me.wav
91, I use a nice dude. I'm addicted. He was a dick in the air and heat.,0.840399444103241,0 days 00:21:04.100000,0 days 00:21:08.400000,05/20/21,210520_003_me.wav
92, She was super nice.,0.9834471940994263,0 days 00:21:21.100000,0 days 00:21:22,05/20/21,210520_003_me.wav
93," Oh, that's hot.",0.5704287886619568,0 days 00:21:30.800000,0 days 00:21:32.500000,05/20/21,210520_003_me.wav
94," This is crazy. It wasn't like something that I've never been a. I spoke to Stephen, Stephen.",0.8471131324768066,0 days 00:21:33.900000,0 days 00:21:50.500000,05/20/21,210520_003_me.wav
95, I talked with her. And I realized I don't I don't necessarily want to.,0.8814825415611267,0 days 00:21:52.600000,0 days 00:21:57.300000,05/20/21,210520_003_me.wav
96," She was she was she was like really important to me for a while. As a really good, one of my best friends. And then she just like, I think it was like she like stopped growing. I love, you know what I mean? And so she is. So she just got the doc in like a different. Yeah. Yeah, they just stopped growing and so they just didn't know if they just with you and then they considered you would feel like leaving actually for one year stop being.",0.9464762210845947,0 days 00:21:59.500000,0 days 00:22:26.500000,05/20/21,210520_003_me.wav
97," That time and then she just never Stevens. Great. It was really good. I didn't really know I like him but like at the same time like I love and I became really wanted in the first year of college. He became golf friends with my became of the boyfriend. I'm sorry, this language about in this stupid dating, your best friend, one of my best friends. One of my best friends in the past year and she was like really I was really close. And she was so wonderful. And then like, he like ruined",0.9508733749389648,0 days 00:22:32.900000,0 days 00:23:19.200000,05/20/21,210520_003_me.wav
98," Country Bluff, College Community School, and like lives and the lives of the parents. It was, it wasn't necessarily feel like kind of clothes are off to the wild. So she didn't make any friends and she liked disappeared into like what I've had and they would like to come look fine with Max. I'm like fine with him, but like at the same time, like if he calls that to happen and Dustin, can you come help have liked his boat dodging?",0.944397509098053,0 days 00:23:20.100000,0 days 00:23:52.800000,05/20/21,210520_003_me.wav
99, You can't fool me. I listen to Public Radio.,0.9679163694381714,0 days 00:23:56.300000,0 days 00:23:59.300000,05/20/21,210520_003_me.wav
100," Again, because she's kind of an NPC.",0.7934500575065613,0 days 00:24:05,0 days 00:24:06.800000,05/20/21,210520_003_me.wav
101," Non-playing character video games like all the random people who like they're always in the tavern and you always know where to find them. You know, I like it. They always offer like, basic Quest.",0.8863579630851746,0 days 00:24:07.800000,0 days 00:24:25.300000,05/20/21,210520_003_me.wav
102, Spokane neck. I haven't,0.6514878273010254,0 days 00:24:27.800000,0 days 00:24:34.200000,05/20/21,210520_003_me.wav
103, I spoke to Jillian.,0.7808550596237183,0 days 00:24:37.100000,0 days 00:24:39.400000,05/20/21,210520_003_me.wav
104, I like him. He's a nice guy. It's acting crazy to see all these random faces.,0.9115674495697021,0 days 00:24:44.400000,0 days 00:24:49.400000,05/20/21,210520_003_me.wav
105, Duplicate.,0.8702995181083679,0 days 00:24:53.600000,0 days 00:24:55.100000,05/20/21,210520_003_me.wav
106, Hey guys. We spoke about the job.,0.7404552698135376,0 days 00:24:58.300000,0 days 00:25:00.600000,05/20/21,210520_003_me.wav
107," Play some kids were Rich. They will end up there. Like, how do you poop?",0.894085705280304,0 days 00:25:09.300000,0 days 00:25:21.700000,05/20/21,210520_003_me.wav
108," And personality. I feel like this page just looks like a buck like, like somehow. Like I cannot tell the difference between the people. I mean, way to point out.",0.9123899340629578,0 days 00:25:22.500000,0 days 00:25:36.500000,05/20/21,210520_003_me.wav
109, How do you spell Georgina?,0.8295507431030273,0 days 00:25:38.300000,0 days 00:25:40.400000,05/20/21,210520_003_me.wav
110, Do not like how the biggest it was the biggest condom dissonance I've ever.,0.8844026923179626,0 days 00:25:47.700000,0 days 00:26:02.400000,05/20/21,210520_003_me.wav
111, I think she asked me out actually.,0.9777504801750183,0 days 00:26:03.700000,0 days 00:26:05.200000,05/20/21,210520_003_me.wav
112," An anime hate each other desperately, like each other.",0.7602958679199219,0 days 00:26:07,0 days 00:26:11.700000,05/20/21,210520_003_me.wav
113, Kiss my ass in the bait in debate. She was probably different like my in the winter. So no.,0.8350116610527039,0 days 00:26:18.600000,0 days 00:26:34.800000,05/20/21,210520_003_me.wav
114," No, it's the guy right next to him.",0.9403283596038818,0 days 00:26:37.600000,0 days 00:26:39.100000,05/20/21,210520_003_me.wav
115, That's no passing. I hate my life. So I'm happy about that baby. You are so intense.,0.9185764789581299,0 days 00:26:40.200000,0 days 00:26:53.900000,05/20/21,210520_003_me.wav
116, Do you know what sites like I don't really?,0.7423115968704224,0 days 00:26:54.600000,0 days 00:27:22.900000,05/20/21,210520_003_me.wav
117, He looks like he deserves to be behind the neighbors.,0.8155868649482727,0 days 00:27:32.500000,0 days 00:27:46.400000,05/20/21,210520_003_me.wav
118, Is there is tongue of a thing?,0.659778892993927,0 days 00:27:49.100000,0 days 00:27:51.900000,05/20/21,210520_003_me.wav
119," Thing is I don't think it's as a single, like, picture of me in this book, like outside of my picture.",0.8955295085906982,0 days 00:27:53.200000,0 days 00:27:58.700000,05/20/21,210520_003_me.wav
120, But this is sophomore.,0.7654122114181519,0 days 00:28:06.200000,0 days 00:28:07.900000,05/20/21,210520_003_me.wav
121," Oh my God, we can look at you.",0.8320138454437256,0 days 00:28:09.800000,0 days 00:28:11.100000,05/20/21,210520_003_me.wav
122, Are these your glasses?,0.9545217156410217,0 days 00:28:14.500000,0 days 00:28:15.300000,05/20/21,210520_003_me.wav
123," No, he was he was he was not nice.",0.8645374774932861,0 days 00:28:20.800000,0 days 00:28:23,05/20/21,210520_003_me.wav
124, I like Carly and I agreed that was launched last like people was not a striated and I can do some crazy near me.,0.8493403792381287,0 days 00:28:29.300000,0 days 00:28:43.600000,05/20/21,210520_003_me.wav
125," I feel like that's part of your body. I know, I know what you mean but like as in see I feel like you do not have a positive view of yourself. If he is loving this book.",0.9114516377449036,0 days 00:28:45,0 days 00:29:25.800000,05/20/21,210520_003_me.wav
126, You should be here.,0.9706343412399292,0 days 00:29:26.700000,0 days 00:29:27.800000,05/20/21,210520_003_me.wav
127," He's right next to Spencer. We didn't know. This is a look and I couldn't tell what he's like. Apparently, really, really deeply sentimental about us humans. Like it's different. It's like a",0.8898974061012268,0 days 00:29:32.200000,0 days 00:29:58.900000,05/20/21,210520_003_me.wav
128, Only friends for us.,0.8930424451828003,0 days 00:30:00.200000,0 days 00:30:01.500000,05/20/21,210520_003_me.wav
129," Think I can pass like, manicured portrait.",0.7124511003494263,0 days 00:30:18.300000,0 days 00:30:20.600000,05/20/21,210520_003_me.wav
130, Your eyes are.,0.5562334656715393,0 days 00:30:31.200000,0 days 00:30:36.300000,05/20/21,210520_003_me.wav
131," Yes, it was like it was like different.",0.9216459393501282,0 days 00:30:39.600000,0 days 00:30:52.200000,05/20/21,210520_003_me.wav
132, I have some pretty with lovely walks with recently.,0.8392273783683777,0 days 00:31:01.300000,0 days 00:31:07.200000,05/20/21,210520_003_me.wav
133, I love how we just completely escaped.,0.9821956753730774,0 days 00:31:08.800000,0 days 00:31:10.900000,05/20/21,210520_003_me.wav
134, Your parents know. Okay. I do not want to be mad.,0.8206775784492493,0 days 00:31:13.400000,0 days 00:31:20.400000,05/20/21,210520_003_me.wav
135, Will do.,0.9633272886276245,0 days 00:31:29.100000,0 days 00:31:29.800000,05/20/21,210520_003_me.wav
136, Capricious.,0.5528945326805115,0 days 00:31:34.200000,0 days 00:31:34.800000,05/20/21,210520_003_me.wav
137, I feel like I'm home.,0.8323545455932617,0 days 00:31:50.800000,0 days 00:31:52.300000,05/20/21,210520_003_me.wav
138," No, I I I think I like like you guys can like a poke and critique a little more and do things like that. But it's the same thing in the same like, you know.",0.9338197708129883,0 days 00:31:55.900000,0 days 00:32:09.100000,05/20/21,210520_003_me.wav
139, I couldn't make fun of somebody.,0.8317320346832275,0 days 00:32:10.600000,0 days 00:32:14.500000,05/20/21,210520_003_me.wav
140," If I don't, then I'm just going to not be saying anything. I have no sense of",0.9749169945716858,0 days 00:32:21.400000,0 days 00:32:24.500000,05/20/21,210520_003_me.wav
141," Oh my. Yes, you can be mean.",0.8486709594726562,0 days 00:32:28,0 days 00:32:29.400000,05/20/21,210520_003_me.wav
142," I don't even know what color I just, I just like weird, like the currently out.",0.8964794278144836,0 days 00:32:36.700000,0 days 00:32:53.500000,05/20/21,210520_003_me.wav
143, Maybe we should do that sometime this weekend.,0.9677760004997253,0 days 00:32:54.800000,0 days 00:32:58.100000,05/20/21,210520_003_me.wav
144," Yeah, like how it sounds is jamming friend. Who came?",0.852241039276123,0 days 00:33:03.200000,0 days 00:33:07.700000,05/20/21,210520_003_me.wav
145, Really?,0.9512649178504944,0 days 00:33:09.300000,0 days 00:33:09.900000,05/20/21,210520_003_me.wav
146," I'd like the friendship with him went skiing with him. Once he was just in the ski resorts. What kind of? Yeah, well, Swedish and so we like what? We like, whatever we smoked.",0.9011924862861633,0 days 00:33:14.400000,0 days 00:33:31.200000,05/20/21,210520_003_me.wav
147," How much are was nice to like, in people like a good if you would like?",0.7788620591163635,0 days 00:33:33.200000,0 days 00:33:37.400000,05/20/21,210520_003_me.wav
148, I'm not sure. I'm not sure who.,0.9233766198158264,0 days 00:33:39.600000,0 days 00:33:40.900000,05/20/21,210520_003_me.wav
149, What was that? I've done. You know how it was. I was just that he doesn't like,0.7160757184028625,0 days 00:33:42.800000,0 days 00:33:51,05/20/21,210520_003_me.wav
150," Yeah, it sucks.",0.9373456835746765,0 days 00:33:53.800000,0 days 00:33:54.600000,05/20/21,210520_003_me.wav
151," Yeah, so far. The studies show. No.",0.9468880295753479,0 days 00:33:57.100000,0 days 00:34:01.300000,05/20/21,210520_003_me.wav
152," Are they fit like not the Tobacco on these are just asking but I put one up and just like it was like my entire mouth was just like pulsating. I just couldn't is kind of like the icon, like I like how it felt to.",0.9054762125015259,0 days 00:34:04.400000,0 days 00:34:19,05/20/21,210520_003_me.wav
153, Continent that wants to try it.,0.8183667063713074,0 days 00:34:31.300000,0 days 00:34:33.400000,05/20/21,210520_003_me.wav
154, I've tried so you know that it just it just feels really weird.,0.7218888998031616,0 days 00:34:33.900000,0 days 00:34:39.500000,05/20/21,210520_003_me.wav
155, Either.,0.5556123852729797,0 days 00:34:45.800000,0 days 00:34:48.300000,05/20/21,210520_003_me.wav
156," Like I care if you want to just like that, and then just closing up. Soon as blacks.",0.8156940340995789,0 days 00:34:49.100000,0 days 00:34:55.200000,05/20/21,210520_003_me.wav
157, Separate hair will like up that some people like putting it like in the back of my gums like that.,0.8119497299194336,0 days 00:34:56.300000,0 days 00:35:01,05/20/21,210520_003_me.wav
158, Really?,0.8395503163337708,0 days 00:35:02.400000,0 days 00:35:02.900000,05/20/21,210520_003_me.wav
159, Does Emily have any connection?,0.7944708466529846,0 days 00:35:19.200000,0 days 00:35:23.700000,05/20/21,210520_003_me.wav
160, Eventually.,0.9715020060539246,0 days 00:35:24.800000,0 days 00:35:26,05/20/21,210520_003_me.wav
161," have it in for a little bit, and then we'll see, like",0.8633079528808594,0 days 00:35:31.900000,0 days 00:35:35.400000,05/20/21,210520_003_me.wav
162, When if I retry it?,0.7167658805847168,0 days 00:35:36.200000,0 days 00:35:40.600000,05/20/21,210520_003_me.wav
163, I'll give it a tablet on this and I did it once in Sweden like a very sweet. This news is a tobacco and you got some gum gum original one as much as I can.,0.8800582885742188,0 days 00:35:42.800000,0 days 00:36:08.100000,05/20/21,210520_003_me.wav
164," Redistricting what is real? Right. That's how I feel about it, but I kept it off.",0.7549238204956055,0 days 00:36:09.200000,0 days 00:36:21.800000,05/20/21,210520_003_me.wav
